Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
340.61831403272805,0.0,0.0,193.76449498079074,0.0,980.032189217782,788.4916691511805,28.075653353382577,32.93502247033536
145.8722657583144,215.59641590297198,0.0,215.45707834648982,0.0,1006.0079235186562,744.5435478626625,3.0836391985830867,4.818992640265683
422.31938513498045,49.256204037111665,0.0,224.88037247419658,0.0,924.1311030034664,605.1372777709687,177.81176319477575,42.61976457104332
137.47777083160042,202.63350127961195,0.0,194.3941366753846,0.0,1036.6792392116686,782.6494769038967,27.142728298695815,17.881096706415004
286.00777331256745,194.063223819577,0.0,189.01008855659717,0.0,923.5953216107341,696.9445444057416,3.0688475774980866,15.443076443699365
208.17439683707815,0.0,102.00472372798781,171.14596214867586,7.651520678923086,1006.7393492788376,909.2413204955534,28.209474299060474,25.877344065135812
130.72712822268352,195.87327593510014,0.0,194.6087556946499,0.0,942.7329081624353,905.8476937177686,86.68516108023422,36.71193493657389
143.033727777272,14.607265837860496,193.40739941634797,170.36621076309044,6.203021197356442,1033.2256503871972,732.2930542843061,29.29045318648237,15.252236430543851
359.6285609561317,186.6920297971613,0.0,157.0625012229166,11.699499280385679,948.9037827401379,707.0428524066975,2.9482834302501963,35.36354207839925
360.7516853063724,184.1149058501876,0.0,171.36537578284344,12.11539243357449,944.2535562793787,760.709878077512,2.8981937841834853,35.5135520048591
204.87281981690555,10.566517751247304,138.37938619642216,202.79055138741606,1.6180322347916631,937.3397786065844,766.9358696158207,56.8347852714715,23.652808884303642
194.40292096815637,0.0,127.66531897441236,154.96505155530707,8.179699512760148,1026.0310914710637,785.9050712962182,57.10088799155709,34.40942431952958
175.8345212052807,125.65008279446707,122.16167437287048,176.60001038472663,3.6913038848529816,968.6543174129114,735.4347988870633,13.710488614514029,33.78458950577294
242.99564513544505,0.0,99.94183767181812,192.52771338253498,5.319648695884517,919.3421948196268,894.3049708448971,57.60098178320432,42.978598314156926
275.27539145064986,0.0,0.0,187.53732171379278,0.0,1071.898925504268,801.336818022134,28.014121809917356,22.471309307579727
104.51956239466728,155.72624981170125,0.0,191.98422504314487,0.0,868.4392659607702,963.5116928445769,88.276512418,25.736845296685868
273.77580588355977,0.0,0.0,176.7113915070273,0.0,1051.1557724010552,859.4558953303165,29.001965165179012,24.20159147559286
188.049385249938,187.27024644730358,0.0,239.78351315725962,0.0,970.8260086696357,657.4151541150583,257.80858214074556,51.4769613341884
456.91292404225055,119.14998646388803,0.0,139.58360238956845,31.388185014670782,847.4021005312865,835.4094510449858,53.83402770771697,68.8774037053852
260.9117655863503,105.90754871857435,75.1816071350555,208.1622986913595,8.756395000547037,859.7783930109283,748.0240183796606,29.08954773439601,32.28581085944249
103.59230005998083,163.39907658809787,0.0,195.00056422889986,0.0,972.7284033472456,847.6650039921153,28.740184998958895,21.161679692627274
284.67088502006095,0.0,120.38557036790507,162.14639528425485,10.338586406102722,1058.2095188648852,788.0286067045606,13.984802084755254,40.9716043067257
243.05294952800807,0.0,96.51630257470767,193.98232999479578,5.325291557257549,954.3504873667936,829.1211294456521,13.939813028951354,23.876383841999488
215.99231468768303,144.48261696964443,0.0,192.977339532681,0.0,928.4104668740539,756.2056176697638,6.762963776767797,15.36213782225559
149.33999958325785,176.26085528703945,0.0,206.21427657212726,9.484342495200007,1099.9823489120256,665.3107545380303,27.055004584716055,18.665049128600096
283.8157413020822,0.0,0.0,184.0514626455188,0.0,987.4144431867694,827.2934311317252,347.4532483610639,32.58408357067687
324.76182458237514,0.0,0.0,187.31817572524108,0.0,952.3652707972848,811.1792402578833,96.79309452298341,38.22586701502815
450.66517450953734,23.56398024987628,79.084145320606,165.88280092006184,11.268115803687355,975.1043139332938,702.4618894777593,28.12452856669697,58.34560076883955
265.4880599986048,114.79759847788876,0.0,238.3396724492522,0.0,932.2323185941444,671.4594933976314,27.894563573410945,43.24354489929141
218.8307235046672,0.0,174.17452192983404,157.3417882685857,11.752263921477518,1061.5672895325938,807.423721790768,54.9670077438307,52.252850251326855
402.3953551596162,0.0,0.0,179.9544374051123,0.0,1005.780703226579,766.5363624771717,29.283317840554265,43.997197537348256
295.97880985035914,0.0,110.94391932295015,165.23835932310564,12.191685356698576,962.4638517607377,785.8749434848309,27.312314436083895,34.90584689064258
453.8167563540272,173.15240918010758,0.0,181.7146834323454,11.099743708574733,894.8203459022693,717.0704646278399,56.48559740567941,69.43561187787537
212.82803238947912,0.0,168.3574051332445,163.23997792465198,11.501877736166502,1102.4757014482295,807.8340230595874,13.78456530546463,32.714010602588566
262.83120973039524,98.45021799740547,77.19476711119142,171.9680167599193,10.299831436410468,908.4703215510801,780.5863380737276,26.845616222955954,52.399164096303004
253.64802147578501,0.0,0.0,189.20107660318857,0.0,874.9978912403241,940.1564680458092,89.46795228068069,21.38738280698401
523.6246969677837,0.0,0.0,140.28433251877792,29.401185572359015,854.9417207797294,857.4004690568916,93.75296707454713,56.61853625429203
218.2923436585403,0.0,123.22759635824019,186.98046809826621,5.595228614895649,1062.3473511456382,779.7340649990389,14.178899924328325,19.870666691096428
324.32034805049756,144.05622069251092,0.0,230.31460975090528,0.0,919.4876670605236,578.4710878676871,384.8992900149782,41.579450928348955
107.72819984454355,154.5782864432926,0.0,210.07589225844617,0.0,894.7460407719485,849.0751342100981,6.849387214434082,8.095769315543867
201.83814134012812,130.96751052131526,0.0,192.9541778494483,0.0,966.360614609281,792.7974543130665,93.28140335391252,44.618256954797204
216.14720970302255,140.2714527116315,0.0,204.12426826724283,0.0,902.7594142271508,723.3800808735382,2.947378238978474,6.4769670203917915
283.7772911974906,0.0,0.0,182.42001952186337,0.0,974.3853545110886,856.7880978676858,3.18031384910196,10.637379629736984
330.71605206318753,205.2500338917884,0.0,156.6263312750874,14.595977830408257,861.3342118594803,967.278724230748,2.9165077030470523,25.626652086240263
211.48753905489053,0.0,176.1725638115566,156.26337962163436,11.876600095456217,1027.100370337956,805.6043584687777,2.905876056572957,17.791945804865026
336.26551007437337,0.0,0.0,187.0847631532557,0.0,1047.6679044739221,752.7764586610466,6.982931446410586,21.07221543795122
237.56976101820518,0.0,123.17710390998427,196.82920076903156,5.655727845242137,1076.490885809647,747.8733392356434,13.660158737146551,20.697602828090616
304.71786005309815,0.0,0.0,184.60381981026094,0.0,966.67653240266,818.0562008129561,6.786019047076564,14.879223457718764
166.36196445495065,0.0,156.0385749271648,166.68037544362002,7.424815061998479,1091.574216536316,776.470677085348,28.39680194488366,26.418548264486823
306.68232830223593,0.0,0.0,207.59446004876912,0.0,1004.8312992559066,777.0741495939544,28.29035363285938,25.326379100938
280.7138146253434,0.0,0.0,183.67850998841115,0.0,934.5356800137358,872.4558912845221,27.023905363843408,26.103536673512718
156.56121610651223,202.97550355634468,167.22960639531217,218.80514214338902,9.88118789679073,830.6807430264681,649.8941501823277,27.398872199224765,39.61960465330474
259.4404864621105,105.1877995238795,83.17525407555615,201.90666260161692,4.971537115708094,912.2838283400147,771.2775113821332,27.333952154423518,34.49950845133084
253.8802754418218,0.0,98.11407451262399,158.2719492367661,13.180891957063551,972.8861329375957,891.4049359862433,97.48994831313912,48.852192007831114
189.8830493603551,44.61333456604536,117.06712592557746,173.45918433774833,8.171468030459463,1045.619920869632,745.1695809791183,54.700668265508305,42.75440012330544
255.9659505389467,0.0,94.39237774698097,154.8163718695437,12.608575762807737,1042.1155268008333,890.4004836408135,14.120951669260947,28.084604325827605
261.58306276114615,169.50321965505688,0.0,201.0022543717569,0.0,974.48202250515,690.4412925889151,2.9700893329777194,9.032945546507513
147.54221090023663,0.0,134.5926544254058,154.15824331049015,16.10153650938206,973.0192143296306,843.5177933425272,28.30822294558458,17.90391001443126
286.42748466123317,131.41365936121792,0.0,212.15763309732128,6.163454668856681,894.3766031477552,738.3306958613133,27.235154524833792,33.08780870837417
156.32143121158785,248.71251053376534,0.0,195.54903709004867,0.0,969.0056494809447,793.0809175703116,27.28437506681853,32.89315332604837
287.1245074405761,14.912886924731977,139.82417089545538,178.96404144450614,5.082166910290296,819.869467809464,821.0446631403455,2.8534868706407983,13.717539535947932
300.024148480708,0.0,109.83204324924165,176.7867161050763,6.232145592546491,890.5410006364286,812.945080309541,28.819509118156912,41.148524862396854
386.38517601922086,96.99317846314528,0.0,158.77701973773213,12.247715148672452,846.6866039214924,900.6950449806968,6.844897194916921,33.372186325432736
275.29625266580734,0.0,100.55551342580101,169.40110204979268,12.07547420131118,968.3148616887295,873.1339066529606,14.234004184522764,43.3119985639874
181.67815010131343,125.3232686514467,122.68442163301016,174.92225777188503,3.6371171270153106,948.863464511166,763.9048806382348,14.406494566551096,35.55121281357306
366.6013538741207,177.32445903443622,0.0,194.3618525707121,7.2984904689695025,822.4481884946862,772.5268173127803,27.799517347794904,63.98990690989757
254.5069815607885,0.0,93.6369292387123,147.4485025721688,14.357811786002083,1011.0799550860908,890.6000112409757,3.0964295585758888,21.046199425089203
157.62119522203523,173.73929515766037,145.5405430232554,194.00932509815868,11.641563868535082,825.8466478160885,742.024781654408,28.073106571726765,36.55907325141215
189.48986123604539,118.71793940456502,0.0,189.14992045058196,0.0,1102.4065656999612,782.2260944465532,6.995946006607966,7.698607328170664
263.2095375183385,115.81516265420197,0.0,238.59836999274805,0.0,926.6447271835873,687.1724091582709,261.99406036762247,51.93631847746805
452.9524286576905,24.803562704774635,78.66082257779573,162.2675147112716,11.79769104524168,973.2138440519991,686.276238919381,26.96709532363639,49.42064481190894
172.53300162271813,90.74338795504083,154.11228644444378,173.1571076460276,9.76046236243408,960.9589417814018,744.3350432427513,28.286293510424432,37.910558215705194
260.6171840749401,0.0,0.0,197.61636027676713,0.0,978.9709328994065,834.1451840777006,339.1996108238433,32.354008415065366
210.12396976407462,0.0,179.6271991003824,152.69234847689887,11.929643742089038,1078.3976352665493,754.2173045769404,57.92072208771097,50.541134643823696
283.75909600872234,195.61103603927563,0.0,191.700386153833,0.0,988.400905021625,729.7230205594893,6.733256140062802,24.238164355903233
163.5755903706155,80.44071819937754,163.37527565214188,174.30068042139462,7.8631624664915565,1035.4692465958472,774.2487022131803,100.51423340126262,57.01253943387455
179.36320116960007,129.25415020083307,116.66410485217924,173.82265657072122,3.788348523740251,979.4219624171377,734.116739641274,13.439702267088553,34.371342199142234
365.1940572128097,20.208792113985563,91.91695775359707,154.7056182889822,13.872032140960766,963.420066242172,820.8393495604233,3.037920613456185,26.72618655893707
358.37181339590404,195.24158909939945,0.0,174.83137596074354,12.149865697687588,1013.2396999449346,779.8142491356363,53.660591742173814,74.86542939663512
363.815105151975,194.39019081048107,0.0,171.46164851137215,11.88763245922896,978.0948311963599,769.304213206439,7.263504408761843,23.31187636159742
255.77829076901284,0.0,90.47919090532349,190.00404522281957,5.556073508061972,898.9197093364851,893.8487442885066,30.659287914348738,30.59928890151813
123.92211677104362,199.71969126281041,0.0,188.68127517480985,3.2250141958295613,934.8345755160364,794.8036977897859,29.892470309317673,28.67859416900452
312.48923019304556,0.0,0.0,194.46866308207484,0.0,1019.4786515916629,873.0102389947118,361.42120623799923,39.71476692854427
156.96504087131913,238.0041844974674,0.0,190.96464452565596,0.0,974.4431659741697,730.8459591764102,6.734378458474633,16.725425059181884
135.47943790536596,103.51493574214193,184.99452085547205,194.80433087440792,6.089538770015496,958.9276830111446,667.76888033105,28.96047501721406,21.783171054703054
299.4085815174214,130.12106115776814,0.0,192.29617267507908,5.371166835434935,952.0243577217736,709.01305638028,27.971407347818996,45.337022770979765
258.46118260338005,0.0,0.0,188.55129288161388,0.0,976.5904854947335,859.130558606632,187.69211653589426,27.641124151637968
212.52403697533703,135.67313026398355,0.0,183.5509963180499,0.0,1008.7030935696677,810.0958972820431,27.96203875404436,27.851957603016235
201.4210272795076,0.0,98.8984588607651,167.14457013934862,7.374980906345551,974.4367323678285,894.0229964976711,27.4823426697057,36.59228279718413
453.50985841569974,0.0,0.0,228.1809320399949,0.0,970.7299848954361,575.702691801164,90.43081357387605,42.14385370563519
392.26278286562496,91.22124253752696,0.0,119.42989640455443,23.905875373348437,842.7073929001422,1013.5854831560633,27.9828886338464,52.805048918093206
224.28018404187114,0.0,175.29987253172294,148.86848413029682,11.84641955849586,1045.9004688033872,787.1913878441673,55.692629244520504,51.02905521964734
150.37805487726553,136.65656903275718,106.68987771994142,194.31064183525658,6.177270417300257,886.5359992589765,766.0443250754935,27.76773403991822,23.729358142473256
128.26780068159886,214.89699425065714,162.47547586770813,181.92601882983456,5.40835251858435,841.3294010998999,706.241499686958,27.841914935155167,32.82154065714181
260.3067618190087,0.0,117.29457532552517,164.0390601261099,9.914831396722041,1004.3242994743957,770.1650852162103,28.30802568315181,50.101065698274354
299.63290607670336,0.0,0.0,187.57049355317582,0.0,972.4700837862665,891.9093052558621,26.79318007873722,29.999487905596833
488.1295833371964,25.893936021833067,120.16104120926254,205.3599729248897,3.7933864346285575,866.0763352443416,677.9794700374074,30.0722970091198,56.663225466127884
493.25010860803377,0.0,0.0,146.62909591605572,0.0,1092.2016346500668,819.0207947975093,28.24468953235476,67.37437474845197
255.38381277430537,0.0,125.89624042778462,141.8366269704017,12.269621075433259,1088.4200119660836,808.7261801668242,99.46738006682156,66.59938466035176
374.42310659211466,0.0,0.0,224.4918412810419,0.0,914.3212693866969,645.8555916401531,90.00923429824287,53.53951447775886
308.09123470373066,257.8362604136906,0.0,175.30300076396998,8.320503691491032,1072.255216562292,595.6933926514271,27.823816386630895,56.482847970997184
291.1063532410099,0.0,0.0,194.90577215240856,0.0,1090.406397086513,779.440292479016,6.86250434969037,14.796817220466806
157.26507358428398,149.74562650521054,119.91033716718502,175.43683812004855,8.28133451141844,824.7577031615489,811.3248841052155,26.95622253312449,26.417567702442508
390.2599695723785,98.16837898539654,0.0,155.15783561486765,12.080579425704027,831.5157400447293,901.2551781627685,6.873464095168849,33.94380289754712
220.92840273730397,0.0,123.60522784348234,177.83223058890522,6.996609901854593,1041.7030084417456,761.6941133849582,25.754275293754226,34.3012847768424
159.97606951191594,119.22063154497356,129.89715239602,180.45834422600552,8.409469536475418,991.9221361941269,729.107886421056,55.250503841022386,55.92831183211468
174.19338154642244,110.20402098625935,0.0,196.6728015426786,0.0,951.3784766731468,889.7544798517646,90.1870242865175,31.61972927954497
397.58388660390193,19.673917705167554,91.65700308448527,154.5275038321512,12.029409652339815,942.6654079263899,870.2031295882492,3.158903736006686,35.41631941851879
246.9905672518983,0.0,0.0,192.57826138612018,0.0,1149.9291995148533,784.4240629148413,26.89440163707246,17.03946916146615
316.3826996853451,76.17644638559518,0.0,229.3968542083276,0.0,950.3543868967163,643.3478271094999,371.4153792577847,55.10381481334589
296.8260662470748,0.0,89.7126852377056,172.52878431831823,9.430089132498862,931.1231473397916,872.5270220472911,99.24270309828502,49.872344557208976
228.5420493349544,0.0,92.34709004426561,205.30065555814886,4.706279785688488,959.0194665971457,856.7221099475772,13.977356387000205,22.628132835061006
307.6348030211132,142.30330459932017,0.0,167.2026342664944,9.96402897159872,904.7247046721884,805.2427721661043,28.14573554221845,44.718871839912055
248.92929918746302,0.0,96.280116887197,149.73914649597558,14.476314721779053,985.9984020994353,838.8701853319711,13.41291183097966,44.219721578607796
459.6436770787307,0.0,0.0,182.65373162217486,0.0,959.1987290346184,716.077954194691,27.784424093395053,45.4743099424546
136.58542416582512,0.0,168.43040246423976,182.06891910613822,10.232885525448514,980.2505895243712,824.9787602161671,29.050487083048605,13.382561572169124
223.31470235845617,0.0,98.24070258220237,156.82099433860728,8.795452417531695,1025.8051654531894,897.8147280832452,97.82483462663329,42.70457181543042
216.40113417571536,52.40099988587286,124.58151196090658,151.4645828654873,9.377532772238993,996.7891216171457,775.8581438126168,28.484253582497395,53.583033352586405
163.78913084208165,128.16031285498522,126.43875888084071,169.3867655885536,7.76341796855559,1030.069589132382,724.9636461815894,3.00089567645077,14.464977855904474
154.95298419675336,100.27576927528547,0.0,191.31460091520378,0.0,921.3009314746789,944.9697166465884,3.181239392886845,4.867331913261687
367.945024595551,186.51517730198614,0.0,174.0904313090752,11.689715336831119,951.283201635137,777.4930115888386,93.13546939424099,82.58911788884765
243.1061310336444,0.0,0.0,181.93678898358533,0.0,1144.225606750316,773.4025013430961,6.746277641871361,11.857507608189728
395.71430815398327,97.1959451080403,0.0,211.71865302920048,0.0,918.4508458588497,589.8152114209796,246.57427885732196,39.539608661257525
273.42633638666825,15.534633490877216,142.91187425685547,186.60986902000877,5.4175724112394885,851.8852617791796,781.5468702263728,2.853178000590222,13.705256609900319
360.9755093203454,192.86678191206883,0.0,164.560053757434,11.5066757616033,899.7141832833076,749.3695500422301,89.87766377596249,79.21181233176846
372.08778561294275,96.27398762010974,0.0,225.412932763517,0.0,948.5689779001498,598.0922457509648,89.89930405457827,40.81081984859049
117.95207445652458,164.9528550591549,0.0,201.19246867408376,0.0,882.5226801553838,855.075707945108,91.36027976530956,31.325600297542735
297.3128550656191,0.0,120.31609047760593,215.45863933943596,10.233956994993273,904.2092227908496,696.9893846391132,27.6170873982837,24.928163609399796
377.6021400389342,18.93830623543697,144.43223796100915,149.63806571161948,10.602349664165043,962.8895752183755,810.9597359992865,6.724413865918041,36.22055813554875
413.59804386610796,0.0,0.0,194.18877432998403,0.0,948.1733550281685,773.2750842388858,27.15188687357895,40.099975542276276
174.38879686988057,131.62214745760107,112.91028839773433,185.63002768908407,3.6017509626776345,1042.3658013509778,739.7126734913812,57.52354707074968,50.43756116822445
335.04190363636985,0.0,0.0,183.86432236943546,0.0,1061.0066509670928,803.1873235288075,3.083230143314739,15.552502190833428
229.2817507722846,0.0,97.26525928588775,194.85134380366432,4.6364457772324466,968.0799237885961,924.3716420675341,29.089224523814046,23.734696000506922
204.67791540834438,0.0,0.0,183.0106458205254,0.0,1150.1300432115845,820.2636098832595,7.091976473108512,8.072458177897744
196.1414307370671,0.0,125.3118986347903,168.40024346550436,10.119337971074486,1077.9613997592744,810.410170104823,56.11976738509471,39.43868341889538
190.72330279509848,0.0,98.087592469311,166.64338337877285,7.260419930464838,1040.9976840028248,892.0212755973452,103.34715401961938,37.39737158753402
477.84045766919144,0.0,0.0,224.212716261691,0.0,897.5115732076965,588.8617281000481,6.914720414900403,38.86121013423221
164.90212560641405,42.56115233368676,125.79967972357171,158.0996414231916,10.949967723845335,1049.6759666106066,816.0427437285884,14.16094578899678,24.401671926355554
494.94693867263055,26.96071732561611,122.17406896313305,207.1830101773169,3.914179612349098,905.0002070105589,691.3623121857495,3.0405582594825478,25.6788994110249
285.879489878966,119.53895039519946,0.0,178.468986867831,7.319918095725824,891.4397920158405,812.5198933031792,27.74414931505697,43.32796607046876
304.50224636987485,0.0,0.0,202.4943341803911,0.0,855.4097220543401,846.7212047348955,2.98336837359572,11.338093557791955
323.9978404951334,204.11626430997774,0.0,177.6034758425265,0.0,1001.5645998797044,688.0591128005681,27.645974206228843,37.906394592723636
192.8487153702726,135.6066895600004,0.0,178.9693398888383,0.0,927.8737142001926,814.5965296550592,90.63172608062332,38.33003445487222
140.28248842917702,134.62153224576394,98.20588900491018,199.51403493776655,6.839485764873651,937.7472458745992,747.1734715482339,27.179470513274065,35.66482256188667
210.91568569752252,0.0,96.09591765228501,162.47037677216628,8.917607731231968,986.4440255793209,915.9052391378684,102.06522132801967,43.020956047672186
275.8815101591636,0.0,0.0,176.896516194901,0.0,1090.460358505708,767.9444808906796,7.210681447469897,14.72938929276218
339.6492584525754,0.0,0.0,206.079315822256,0.0,1081.9490787678264,869.3035884295981,27.551789390938595,31.10593238530195
366.5063004748808,191.67009109842354,0.0,162.06524543903905,10.634069476155775,969.1817255779981,760.9162829806328,90.11026246227631,79.373131603776
152.99371669551823,189.06251570832677,143.3885562083084,194.12626412228943,8.983175735791324,878.693733941301,682.0183397145471,29.852725135377526,30.559648325622636
147.82391530968368,147.6375459197341,106.39754513371453,178.0633409136069,7.97636897108913,842.7533786808228,803.9114749191419,29.085998310425655,24.216018359430294
170.74348196226197,0.0,146.04987775052726,159.87910445914466,0.0,963.3245919717126,961.4676742001552,27.89019318031966,25.534577202130528
168.94106740146216,251.39072937686316,0.0,195.43645240554662,0.0,919.5948794208371,691.0661543099762,91.84080435021531,44.519308132557484
167.04693472587456,118.21888304090075,136.29766043360888,180.19283540666459,8.363467951925559,996.5556951151876,730.9838434412316,99.55395608894857,54.76632758654614
387.52260297315627,93.46195916209648,0.0,232.3566554425951,0.0,894.894997940971,572.2383071427574,28.822259719870996,35.99746800463973
212.65084801229463,0.0,177.2072847106954,160.7043960632296,10.39622091317534,1040.5384777698284,789.6126614725329,13.84542786012433,34.44331689934499
158.65173770343628,150.211833500806,110.73884566677911,182.1237483415825,7.875954019383259,997.0686500725309,663.6342282163006,27.3294632248981,24.302975738909456
205.93496560200865,94.81631475527192,23.68710331387877,174.84475934421292,6.677206929959467,1110.0290761097608,779.0290050257123,28.416122292511425,38.91217333680384
164.15228686920855,118.6123320781522,0.0,192.3970849457787,0.0,969.9866892980078,862.5100609333688,94.24257455625587,32.517675458532366
413.24129189337276,21.88656943986663,131.5385226033412,170.40841684258893,9.170817252060269,826.5171734533405,726.9695043808997,2.8362522200706963,31.08083303730068
366.3177603876431,91.82927319900388,0.0,221.19600330163394,0.0,901.8061898075323,605.7425756252045,182.75217940918037,40.12794081748491
486.2095525241509,25.652192562680444,118.81394382054098,205.8788485906875,3.940158237113141,895.9638071082423,702.147738653642,3.020635476183162,25.021272650599837
171.77785158884012,80.26632316689052,173.3440545786129,167.80269031784812,8.41987577716382,1028.581042559387,747.1849782460228,2.818150984780549,16.378867695130797
193.11430966785346,179.16844702323337,0.0,223.8091707914799,0.0,921.8892837083672,682.2851575072925,86.78224306010291,41.6658779562091
296.1427169494492,195.5161214515429,0.0,185.6200079930862,0.0,913.1819588045295,710.1079407751183,87.19943593717784,51.92859895091204
97.37472884082818,152.13118768952094,0.0,204.97133565922343,0.0,848.1676660883803,935.5863435410397,7.124307186627314,7.894277343945742
100.45306864216403,153.77393433067274,0.0,194.49129902882038,0.0,847.1556704678608,950.1347357260688,6.622396249563386,7.690007553409508
145.86935982563958,234.33382774996377,0.0,175.75601138673997,13.212146705768106,796.2802958887304,929.6555423204321,27.907362454428664,32.320945329288826
370.22638364132143,0.0,0.0,192.7554066741186,0.0,1033.1025419166567,706.9973476572449,7.185951018222261,23.01318975525816
232.53520841538884,0.0,0.0,187.99919873144333,0.0,973.0992058416629,891.2808037802052,3.094370317261124,6.233298387327902
146.37779659670903,226.13894044878157,0.0,211.92157532615772,3.21771478356858,840.0279482232952,865.6219457601821,28.60850315912704,32.584589096191124
257.74077993176434,368.40582404976334,0.0,182.55598514346372,0.0,938.4793810835741,696.6900033656968,6.880545567248944,26.075012271199142
192.2538439717203,0.0,123.08931685517682,165.42296876011432,9.789515021228347,1057.181627442454,798.0300167756252,27.884167748342293,29.60778671061513
276.6503275733065,0.0,0.0,182.42298811369892,0.0,990.5456761564764,885.4190389304243,2.931467588634383,11.128612053304167
395.2887974107365,0.0,0.0,221.169424469351,0.0,965.4352384118567,757.0635929719497,13.725073029683506,25.910085630544977
327.76468134607944,142.3538409914546,0.0,226.50689152230936,0.0,935.7300190041859,567.1250589715613,270.05771902012873,42.46870403487376
347.01077435532676,176.1582273466716,0.0,162.69055677873072,11.579277908291676,965.0164167900971,730.616153305226,3.011421226655886,37.031275710276084
166.78469744277746,71.11067271713665,165.86595906119058,164.11497254734283,7.695639546074062,968.1153697740215,778.8862047365025,97.88422875718628,55.70356274080112
104.33369571157213,152.3388044651608,0.0,193.250224673412,0.0,888.1119113905876,951.7731443820122,6.992836117783698,7.544425316711833
435.61314449676865,23.356158039386116,75.91648581671345,160.70665357324793,11.035091669964771,940.8193188105364,720.1742614170338,7.127899957707353,37.83246148820148
234.78437204232398,0.0,0.0,196.29490938716705,0.0,1003.6568621085771,866.6732235493306,6.610278089119647,10.031343955989687
218.55335905986425,0.0,98.70791948935852,186.723954659885,4.501880738772436,975.1068349679388,893.9832146919236,52.378217029899304,29.89937317738348
446.13702000151693,114.76778504069458,0.0,175.3711868470468,8.709506196393502,849.1609883416676,771.971695630108,2.989056783131844,36.029219224186924
151.0111305336114,183.17999875977475,0.0,188.26958945570274,9.061526907576662,895.432105889966,853.2905981259545,27.563755709363274,22.943534093549907
279.73927157682203,0.0,0.0,176.91525935740987,0.0,1023.4864252130941,712.9614268973003,7.209711424052947,31.050776113301882
379.8420342369879,0.0,0.0,188.5219045181073,0.0,1020.0907335389271,716.4858094486121,6.829128215672822,23.668718246767586
493.6308076653319,0.0,0.0,198.2516856689211,0.0,933.9209208101996,692.1979919905348,3.14410566210575,24.71280668289635
288.25405574234173,140.24871917613427,111.06313234191482,206.67785613253838,5.724333180896051,853.4881397697809,670.4288159916549,27.827494239982894,51.92532995595326
322.00028512990184,281.45514372159084,0.0,184.17510512817935,10.318081469500747,933.4461733404585,657.4583771920829,28.183657636025572,72.27301098524441
162.42046989371792,129.23095790497547,125.96540502211197,184.7658977264895,6.312111696755383,819.1828719479463,856.6431771674495,28.405795827309827,40.8490907396431
255.9834295083558,0.0,0.0,197.31720905039717,0.0,864.0323637146881,945.7658140141024,91.71399413037243,21.96142702885821
320.95098770153345,210.39490951917026,0.0,154.42696716919923,13.892667873337254,852.2596453830566,870.4857522587475,89.80222042647654,70.65493500729863
345.23305784576155,17.7831249149562,158.94800090745383,169.87603075032962,17.09829380201931,949.0830573913065,642.4363351191909,26.947584516165207,45.643667112098434
243.8854406785804,0.0,91.60958628223982,185.3852672551835,6.848629718650604,984.5172109688673,833.8895606518605,3.033470846911823,19.583125372085984
184.62159538424683,199.3214541121805,0.0,220.6319021685223,0.0,992.9086095587868,662.3334632741851,266.4895091756645,52.29743768290794
245.52554810558198,0.0,0.0,193.82871690224178,0.0,888.6137762584996,918.9818072469562,87.85766798561033,22.386881115524016
189.0337390168785,0.0,125.97336144852976,157.49581041089536,7.424997283245529,1023.0587772682151,804.4685113541863,2.9932532052060328,15.319369089255646
222.2289897351894,0.0,169.36880465104252,150.39011057403718,11.848794057048712,1036.7769795469223,757.7628449011409,28.68444297130137,45.95872581726855
361.31733150895104,194.84322310228958,0.0,156.64785797821756,11.696753240929441,995.7150090396952,802.3982776640279,55.16516224485544,75.41002654777658
432.89035630439264,0.0,0.0,229.3512702347573,0.0,848.0940368496732,716.1818545849761,29.28964775199357,23.19274364336799
334.1952584468111,0.0,131.52307806409723,215.89232053702597,5.511383722045167,909.4962594337346,728.3096568070341,27.88327661414125,37.44282631748502
296.3606209143905,0.0,105.31216103753792,211.0187230086686,10.832268224244384,911.6310622667556,749.1366909560126,28.27517019929272,32.64504889389653
176.72713209632835,124.06258012472377,125.40781280135961,167.40244775678138,3.457610009442021,1056.6600221782871,775.0845740758084,13.424122352997095,31.400649260271457
482.36326744793763,0.0,0.0,194.7120303972844,0.0,917.6667703363601,690.2463404089444,7.113880401781622,34.454375430777525
264.18790183174673,112.52932733450281,0.0,230.49535079854405,0.0,936.6364117549736,692.0724957249145,87.84778557433211,46.99230294420459
203.44969752754082,140.84250604506346,0.0,191.7602472732355,0.0,932.1231704479376,836.0201879338275,27.479967919169138,30.282679183511036
342.86903159231576,0.0,0.0,177.78262490493043,0.0,1057.5466598447056,749.1692460047602,26.944714191407108,35.31173987744621
459.2923059673588,119.80718607355848,0.0,141.1657277924262,32.109644463350854,858.3996955432712,840.953681838253,56.001987492551045,73.35491812811087
